transaction_id,transaction_amount,transaction_time,merchant_category,customer_age,customer_location,device_type,card_type,transaction_type,previous_fraud_count,avg_transaction_amount,account_age_days,num_transactions_24h,num_transactions_7d,is_international,is_weekend,risk_score,fraud
848,576.81,72307.0,electronics,46.0,city_A,,debit,online,0.0,69.49,1399.0,3.0,18.0,0.0,1.0,0.431,0
849,69.75,82062.0,grocery,27.0,city_A,mobile,credit,offline,0.0,107.55,2133.0,5.0,20.0,1.0,1.0,0.127,0
850,271.44,31923.0,grocery,29.0,city_D,desktop,debit,online,0.0,70.94,2418.0,1.0,17.0,1.0,0.0,0.873,1
851,6.94,78388.0,food,50.0,city_C,desktop,debit,offline,0.0,92.88,1830.0,2.0,16.0,0.0,,0.847,0
852,138.61,47574.0,fashion,24.0,city_D,desktop,credit,offline,,-3.27,1939.0,5.0,8.0,1.0,0.0,0.818,0
853,23.56,43391.0,electronics,34.0,city_A,desktop,debit,online,1.0,33.3,1804.0,0.0,18.0,0.0,,0.46,0
854,228.33,53664.0,electronics,27.0,city_B,tablet,credit,online,0.0,136.84,3209.0,2.0,15.0,0.0,1.0,0.691,0
855,22.96,67384.0,grocery,48.0,city_A,desktop,debit,offline,0.0,183.11,1950.0,5.0,18.0,,0.0,0.077,0
856,21.16,31027.0,food,23.0,city_D,desktop,credit,offline,0.0,281.49,2291.0,3.0,11.0,0.0,0.0,0.199,0
857,3.72,,grocery,34.0,city_A,desktop,credit,offline,0.0,166.23,1552.0,8.0,10.0,0.0,1.0,0.047,0
858,63.88,34485.0,grocery,67.0,city_D,,credit,offline,0.0,94.27,787.0,5.0,11.0,0.0,0.0,0.965,0
859,249.60000000000002,19456.0,food,54.0,city_D,tablet,debit,offline,1.0,20.82,1450.0,1.0,21.0,1.0,0.0,0.822,1
860,20.4,74795.0,fashion,35.0,city_D,tablet,credit,offline,1.0,146.99,2627.0,2.0,15.0,1.0,0.0,0.862,1
861,149.4,35554.0,electronics,43.0,city_D,,debit,offline,0.0,47.37,,2.0,17.0,,0.0,0.708,0
862,60.38,,fashion,66.0,,tablet,credit,,1.0,79.64,2250.0,1.0,18.0,0.0,0.0,0.489,0
863,74.32,13409.0,travel,33.0,city_D,desktop,credit,offline,0.0,164.3,134.0,1.0,15.0,0.0,0.0,0.434,0
864,58.12,69327.0,travel,25.0,city_D,tablet,credit,online,0.0,134.71,508.0,5.0,12.0,0.0,1.0,0.913,0
865,51.21,36639.0,travel,41.0,city_C,tablet,,online,0.0,73.55,1452.0,3.0,17.0,0.0,0.0,0.708,0
866,82.02,63627.0,food,30.0,city_D,desktop,debit,offline,0.0,34.68,2511.0,3.0,23.0,1.0,0.0,0.691,0
867,16.87,83424.0,grocery,46.0,city_A,tablet,debit,offline,0.0,130.61,2719.0,1.0,22.0,0.0,0.0,0.097,0
868,20.08,19692.0,fashion,49.0,city_D,mobile,credit,offline,0.0,136.78,722.0,,19.0,0.0,0.0,0.092,0
869,197.89,78840.0,electronics,41.0,city_B,tablet,,offline,0.0,195.19,,4.0,15.0,1.0,0.0,0.664,0
870,292.09,54200.0,travel,33.0,city_B,mobile,debit,offline,1.0,-4.61,2999.0,2.0,17.0,0.0,,0.156,0
871,46.73,57415.0,fashion,28.0,city_D,mobile,credit,online,0.0,125.91,223.0,1.0,15.0,0.0,1.0,,0
872,94.71000000000001,18074.0,travel,49.0,city_B,mobile,credit,online,0.0,165.84,2920.0,4.0,15.0,1.0,1.0,0.961,1
873,103.28,15549.0,travel,23.0,city_B,desktop,debit,offline,0.0,98.99,2878.0,3.0,15.0,0.0,1.0,0.388,0
874,52.55,29963.0,electronics,52.0,city_A,tablet,debit,offline,0.0,40.17,1519.0,2.0,23.0,0.0,0.0,0.085,0
875,2.57,52265.0,food,,city_C,mobile,debit,offline,0.0,73.76,3442.0,2.0,18.0,0.0,1.0,0.743,0
876,16.98,16061.0,grocery,35.0,city_B,mobile,credit,offline,0.0,121.87,88.0,3.0,13.0,0.0,0.0,0.885,0
877,125.87,58226.0,food,54.0,city_B,tablet,credit,online,0.0,95.65,,5.0,8.0,0.0,0.0,0.162,0
878,107.56,28810.0,fashion,30.0,city_C,desktop,credit,online,0.0,135.19,3639.0,6.0,13.0,1.0,1.0,0.854,0
879,2.75,60006.0,food,27.0,city_C,desktop,credit,online,1.0,183.97,507.0,3.0,15.0,0.0,0.0,0.789,0
880,25.1,22800.0,fashion,54.0,city_B,mobile,credit,offline,0.0,100.03,1156.0,2.0,8.0,0.0,0.0,0.564,0
881,26.28,75476.0,fashion,43.0,city_D,desktop,debit,offline,0.0,180.99,2610.0,2.0,12.0,0.0,1.0,0.596,0
882,111.44,69460.0,grocery,,city_B,tablet,debit,offline,0.0,114.22,1998.0,4.0,13.0,0.0,0.0,0.652,0
883,1.99,57767.0,electronics,34.0,city_D,desktop,debit,online,1.0,136.95,621.0,0.0,9.0,0.0,0.0,0.525,0
884,10.99,28054.0,grocery,18.0,city_D,tablet,credit,,0.0,114.14,868.0,4.0,12.0,0.0,1.0,0.844,0
885,160.9,75319.0,food,,city_D,mobile,credit,online,0.0,138.24,1375.0,1.0,17.0,1.0,0.0,0.474,0
886,19.67,45397.0,fashion,51.0,city_C,tablet,debit,offline,0.0,146.94,578.0,4.0,19.0,0.0,0.0,0.547,0
887,105.77,13233.0,travel,56.0,city_B,mobile,,online,1.0,152.09,,3.0,17.0,0.0,0.0,0.037,0
888,27.2,25068.0,travel,27.0,city_B,tablet,debit,offline,1.0,,3557.0,1.0,13.0,0.0,0.0,0.18,0
889,10.47,65727.0,fashion,37.0,city_A,,credit,online,0.0,-46.54,250.0,4.0,22.0,0.0,1.0,0.904,0
890,27.86,70453.0,grocery,24.0,city_C,desktop,credit,offline,0.0,149.78,905.0,2.0,16.0,,0.0,0.122,0
891,128.11,25832.0,electronics,33.0,city_A,tablet,credit,offline,0.0,21.49,3492.0,3.0,14.0,0.0,0.0,0.904,0
892,193.58,86242.0,grocery,,city_A,mobile,credit,offline,0.0,89.66,2755.0,5.0,14.0,1.0,0.0,0.636,0
893,177.33,13682.0,fashion,46.0,city_D,tablet,credit,offline,0.0,0.44,1226.0,3.0,14.0,0.0,0.0,0.92,0
894,50.61,23383.0,fashion,29.0,city_C,mobile,debit,online,0.0,204.93,2739.0,2.0,16.0,,0.0,0.814,0
895,110.29,58160.0,electronics,34.0,city_A,mobile,debit,online,0.0,,2761.0,5.0,13.0,0.0,0.0,0.865,0
896,22.94,23666.0,food,65.0,city_B,tablet,credit,online,0.0,103.71,3182.0,4.0,17.0,0.0,,0.524,0
897,,58817.0,food,37.0,city_A,desktop,,offline,1.0,190.95,365.0,3.0,18.0,0.0,0.0,0.825,0
898,226.66,34642.0,electronics,43.0,city_C,tablet,debit,online,0.0,146.6,254.0,3.0,,0.0,1.0,0.461,0
899,1.31,41830.0,food,65.0,city_B,tablet,credit,offline,0.0,126.23,2948.0,4.0,10.0,0.0,1.0,0.044,0
900,8.94,10234.0,travel,36.0,city_B,desktop,credit,online,1.0,139.76,2112.0,1.0,17.0,1.0,0.0,0.651,0
901,23.31,57616.0,food,64.0,city_B,mobile,debit,online,0.0,100.9,217.0,3.0,17.0,0.0,0.0,0.728,0
902,2.69,9221.0,food,29.0,city_D,tablet,credit,offline,0.0,58.02,1277.0,2.0,11.0,0.0,1.0,0.102,0
903,20.02,11410.0,food,38.0,city_B,desktop,credit,offline,0.0,168.04,2720.0,3.0,16.0,0.0,0.0,0.816,0
904,87.48,80055.0,travel,59.0,city_D,desktop,debit,offline,0.0,116.45,992.0,5.0,14.0,0.0,0.0,0.075,0
905,54.72,61413.0,food,51.0,city_D,mobile,credit,online,1.0,32.04,3045.0,2.0,17.0,0.0,0.0,0.442,0
906,223.19,1051.0,travel,24.0,city_A,desktop,credit,offline,0.0,145.37,523.0,4.0,14.0,0.0,1.0,0.488,0
907,170.07,75301.0,electronics,62.0,city_A,mobile,debit,,1.0,122.04,1916.0,2.0,11.0,0.0,0.0,0.037,0
908,41.83,76918.0,grocery,52.0,city_B,tablet,debit,online,1.0,204.99,340.0,1.0,27.0,0.0,0.0,0.066,0
909,30.03,78116.0,electronics,32.0,city_C,desktop,credit,online,0.0,,2598.0,3.0,11.0,1.0,1.0,0.451,0
910,47.75,56563.0,grocery,18.0,city_B,tablet,debit,offline,0.0,60.95,1634.0,4.0,15.0,0.0,1.0,0.311,0
911,89.23,44757.0,electronics,43.0,city_A,desktop,debit,online,0.0,30.49,1593.0,4.0,14.0,,0.0,0.816,0
912,31.21,77475.0,grocery,52.0,city_B,desktop,credit,offline,0.0,183.21,398.0,1.0,17.0,0.0,0.0,0.414,0
913,97.86,51257.0,grocery,42.0,city_A,tablet,debit,offline,1.0,116.82,3576.0,3.0,21.0,0.0,1.0,0.106,0
914,52.66,307.0,fashion,59.0,city_B,desktop,credit,online,0.0,76.71,775.0,5.0,10.0,,0.0,0.158,0
915,80.31,56889.0,grocery,32.0,city_C,tablet,debit,online,0.0,,2108.0,2.0,19.0,0.0,1.0,0.673,0
916,57.29,68895.0,grocery,39.0,city_B,tablet,debit,online,0.0,184.92,1285.0,2.0,17.0,0.0,0.0,0.95,0
917,34.88,35944.0,fashion,23.0,city_C,mobile,credit,online,0.0,143.59,1027.0,,8.0,0.0,1.0,0.87,0
918,296.53,38134.0,food,69.0,city_C,tablet,credit,offline,0.0,174.86,526.0,,12.0,0.0,0.0,0.129,0
919,432.68999999999994,27323.0,food,32.0,city_B,mobile,credit,offline,1.0,132.26,1619.0,5.0,17.0,,0.0,0.959,1
920,45.3,71762.0,fashion,,city_C,tablet,debit,offline,1.0,78.17,993.0,4.0,19.0,1.0,0.0,0.932,1
921,608.55,25954.0,travel,38.0,city_C,desktop,credit,offline,0.0,209.33,2034.0,,18.0,1.0,0.0,0.824,1
922,66.83,55021.0,grocery,24.0,city_A,tablet,credit,offline,0.0,100.45,1228.0,1.0,12.0,0.0,0.0,0.486,0
923,224.95,79866.0,grocery,46.0,city_A,,debit,offline,1.0,160.22,2375.0,2.0,16.0,0.0,1.0,0.013,0
924,160.87,70427.0,fashion,49.0,city_C,mobile,debit,offline,0.0,174.21,1844.0,4.0,14.0,0.0,1.0,0.057,0
925,55.38,4992.0,fashion,49.0,city_D,,debit,offline,0.0,120.31,1418.0,0.0,10.0,0.0,0.0,1.0,0
926,2.27,,travel,22.0,city_B,tablet,credit,offline,,,1139.0,9.0,14.0,0.0,0.0,0.965,0
927,31.29,12497.0,food,21.0,,desktop,,online,0.0,86.09,606.0,1.0,13.0,0.0,1.0,0.127,0
928,78.01,32551.0,electronics,39.0,city_B,mobile,debit,online,0.0,153.86,3190.0,5.0,14.0,0.0,1.0,,0
929,100.37,76384.0,,35.0,city_A,desktop,credit,,0.0,146.69,83.0,3.0,,0.0,,0.9,0
930,29.83,55755.0,grocery,52.0,city_B,desktop,debit,offline,0.0,185.03,3462.0,2.0,,0.0,0.0,0.507,0
931,15.01,,fashion,34.0,city_C,tablet,debit,online,0.0,176.96,,3.0,19.0,0.0,,0.958,0
932,180.14,4567.0,travel,67.0,city_C,tablet,credit,online,0.0,72.35,258.0,3.0,15.0,1.0,0.0,0.52,0
933,416.06,48847.0,food,67.0,city_C,desktop,debit,online,0.0,192.18,808.0,3.0,9.0,0.0,0.0,0.577,0
934,74.59,48003.0,,41.0,city_C,mobile,credit,offline,0.0,68.69,1587.0,3.0,19.0,0.0,0.0,0.22,0
935,18.84,20389.0,food,19.0,city_D,,credit,online,0.0,,1014.0,4.0,14.0,0.0,0.0,0.876,0
936,31.79,44523.0,grocery,30.0,city_D,mobile,credit,online,0.0,241.07,402.0,1.0,16.0,1.0,0.0,0.825,0
937,1.86,61576.0,electronics,32.0,city_D,mobile,credit,online,0.0,135.62,498.0,5.0,12.0,0.0,1.0,0.337,0
938,737.0699999999999,43919.0,travel,22.0,city_C,,credit,online,0.0,31.06,2497.0,2.0,15.0,1.0,1.0,0.936,1
939,12.53,82103.0,travel,20.0,city_D,desktop,debit,online,0.0,103.71,1879.0,6.0,15.0,0.0,,0.341,0
940,85.92,3358.0,electronics,54.0,city_B,mobile,credit,offline,0.0,228.74,561.0,2.0,18.0,0.0,0.0,0.464,0
941,96.09,76524.0,travel,54.0,city_C,desktop,credit,online,0.0,109.65,1453.0,7.0,22.0,1.0,0.0,0.816,1
942,80.78,5698.0,travel,54.0,city_A,mobile,credit,offline,0.0,186.35,3065.0,2.0,17.0,0.0,1.0,,0
943,105.39,66809.0,food,20.0,city_C,mobile,,online,,72.17,1237.0,1.0,11.0,0.0,,0.841,0
944,177.04,55805.0,food,52.0,city_B,desktop,debit,online,0.0,102.22,591.0,,13.0,0.0,1.0,,0
945,,31349.0,electronics,69.0,,tablet,debit,online,0.0,109.21,119.0,3.0,24.0,0.0,,0.416,0
946,1.11,76777.0,grocery,40.0,city_C,tablet,debit,online,0.0,217.55,1669.0,4.0,16.0,0.0,1.0,0.878,0
947,14.72,50248.0,travel,45.0,city_D,desktop,credit,online,0.0,104.7,1436.0,1.0,9.0,0.0,0.0,0.304,0
948,230.28,75033.0,grocery,,,desktop,debit,,1.0,25.73,,0.0,15.0,0.0,0.0,0.003,0
949,207.06,44041.0,electronics,,city_B,tablet,debit,,0.0,239.1,3175.0,4.0,18.0,1.0,0.0,0.084,0
950,90.98,31954.0,electronics,69.0,,tablet,credit,offline,1.0,131.37,1322.0,3.0,20.0,0.0,0.0,0.737,0
951,91.76,8002.0,food,53.0,city_D,tablet,credit,offline,0.0,152.73,44.0,,7.0,0.0,0.0,0.1,0
952,109.37,69783.0,travel,50.0,city_D,desktop,debit,offline,0.0,39.66,3430.0,1.0,9.0,1.0,0.0,0.939,0
953,19.28,19738.0,fashion,43.0,city_B,mobile,debit,offline,0.0,132.89,3493.0,3.0,14.0,1.0,1.0,0.867,0
954,245.82,10703.0,electronics,65.0,city_C,desktop,debit,offline,0.0,120.95,3535.0,7.0,19.0,0.0,0.0,0.515,0
955,,,travel,57.0,city_A,tablet,debit,online,0.0,,2421.0,1.0,13.0,0.0,,0.582,0
956,144.93,83106.0,grocery,34.0,city_C,mobile,credit,offline,0.0,153.4,1248.0,4.0,16.0,1.0,1.0,0.899,1
957,73.17,61899.0,food,57.0,city_B,desktop,credit,online,1.0,34.68,1975.0,3.0,15.0,1.0,0.0,0.732,0
958,,12392.0,grocery,24.0,city_A,tablet,credit,online,0.0,71.33,1089.0,6.0,12.0,1.0,0.0,0.87,1
959,18.19,44724.0,electronics,25.0,city_B,desktop,credit,offline,0.0,180.6,946.0,6.0,19.0,0.0,0.0,0.313,0
960,133.95,32299.0,electronics,48.0,city_C,mobile,credit,online,1.0,,2282.0,2.0,19.0,0.0,0.0,,0
961,25.92,15641.0,grocery,29.0,city_A,tablet,,online,,95.33,1704.0,1.0,10.0,1.0,,0.79,1
962,92.42,79534.0,electronics,65.0,,desktop,credit,offline,0.0,124.5,805.0,2.0,14.0,0.0,0.0,0.356,0
963,28.15,6305.0,travel,48.0,city_D,mobile,credit,online,0.0,,1110.0,0.0,25.0,0.0,0.0,0.667,0
964,49.31,18782.0,electronics,61.0,city_A,mobile,debit,offline,0.0,154.54,1163.0,3.0,17.0,0.0,0.0,0.891,0
965,34.07,78257.0,food,36.0,city_A,desktop,credit,online,0.0,128.8,715.0,2.0,14.0,0.0,0.0,0.074,0
966,43.95,,travel,27.0,city_B,mobile,debit,offline,2.0,44.67,,5.0,16.0,0.0,0.0,0.659,0
967,126.96,20566.0,fashion,56.0,city_D,tablet,credit,online,0.0,83.26,2795.0,2.0,11.0,1.0,1.0,0.487,0
968,35.26,67766.0,electronics,29.0,city_A,mobile,credit,offline,1.0,77.85,254.0,3.0,17.0,0.0,0.0,0.686,0
969,83.56,6511.0,electronics,37.0,city_B,desktop,credit,online,,96.83,3487.0,5.0,18.0,0.0,1.0,0.317,0
970,64.64,26177.0,food,54.0,city_A,tablet,debit,offline,0.0,125.6,93.0,4.0,13.0,0.0,0.0,0.711,0
971,108.97,4765.0,food,65.0,city_A,mobile,credit,online,0.0,135.31,1817.0,1.0,,0.0,0.0,0.18,0
972,276.19,20354.0,grocery,58.0,city_A,,debit,,0.0,1.6,3025.0,5.0,21.0,0.0,0.0,0.775,0
973,395.66999999999996,23929.0,grocery,24.0,city_D,tablet,credit,offline,0.0,171.25,990.0,,13.0,1.0,1.0,0.836,1
974,24.2,28820.0,grocery,69.0,city_C,tablet,credit,online,0.0,115.46,,,15.0,,0.0,0.947,0
975,3.17,29523.0,food,31.0,city_C,mobile,debit,offline,0.0,63.98,3564.0,6.0,14.0,0.0,0.0,0.173,0
976,30.42,71088.0,grocery,28.0,city_D,tablet,debit,online,0.0,167.62,2397.0,2.0,18.0,0.0,1.0,0.722,0
977,90.41,66163.0,grocery,24.0,city_D,desktop,credit,online,0.0,14.72,,1.0,17.0,0.0,0.0,0.323,0
978,5.28,77525.0,fashion,46.0,city_B,mobile,debit,offline,0.0,41.21,122.0,3.0,14.0,0.0,0.0,0.282,0
979,68.59,13780.0,grocery,,city_A,desktop,credit,online,1.0,226.46,2772.0,3.0,,,0.0,0.402,0
980,90.84,6589.0,electronics,46.0,city_D,mobile,credit,offline,0.0,127.32,1353.0,4.0,15.0,0.0,0.0,0.285,0
981,40.68,34812.0,food,26.0,city_B,desktop,debit,online,0.0,83.14,1547.0,2.0,19.0,0.0,1.0,0.248,0
982,147.36,45939.0,travel,53.0,city_C,desktop,debit,,0.0,125.42,,,12.0,0.0,0.0,0.768,0
983,11.27,51493.0,fashion,65.0,city_C,tablet,debit,online,,110.92,1442.0,1.0,20.0,0.0,,0.7,0
984,7.81,40953.0,food,27.0,city_C,mobile,credit,online,0.0,121.79,1664.0,,15.0,0.0,0.0,0.109,0
985,130.26,65785.0,food,36.0,city_C,tablet,debit,offline,0.0,144.46,2511.0,4.0,18.0,0.0,0.0,0.56,0
986,68.42,19309.0,electronics,48.0,city_B,tablet,credit,offline,1.0,110.1,1155.0,5.0,,0.0,1.0,0.331,0
987,116.6,54195.0,grocery,34.0,city_A,mobile,debit,online,0.0,137.73,870.0,2.0,16.0,0.0,,,0
988,57.06,25901.0,electronics,26.0,city_B,desktop,debit,online,0.0,112.1,1431.0,3.0,14.0,0.0,0.0,0.425,0
989,28.29,,grocery,62.0,city_A,mobile,debit,offline,0.0,78.96,1636.0,2.0,15.0,1.0,1.0,0.041,0
990,170.98,31508.0,grocery,50.0,city_C,mobile,debit,online,0.0,64.7,3439.0,1.0,15.0,0.0,0.0,,0
991,160.65,74711.0,food,51.0,city_D,mobile,debit,offline,0.0,185.95,3101.0,3.0,14.0,0.0,0.0,0.313,0
992,118.64,25464.0,grocery,62.0,city_D,tablet,credit,online,0.0,152.37,927.0,5.0,18.0,0.0,0.0,0.006,0
993,,60281.0,fashion,41.0,city_D,mobile,debit,online,0.0,171.85,,5.0,23.0,1.0,1.0,0.488,0
994,89.22,16260.0,fashion,26.0,city_A,mobile,,offline,0.0,120.19,2855.0,2.0,17.0,0.0,1.0,0.906,0
995,134.34,35440.0,fashion,24.0,city_C,mobile,credit,online,0.0,131.28,521.0,4.0,,1.0,0.0,0.949,1
996,9.61,56683.0,food,,city_B,desktop,credit,offline,0.0,111.08,3161.0,2.0,18.0,0.0,0.0,0.685,0
997,249.27,41430.0,electronics,36.0,city_D,desktop,credit,offline,0.0,177.87,2890.0,0.0,15.0,0.0,0.0,0.344,0
998,14.71,1987.0,,56.0,city_A,desktop,credit,offline,0.0,102.76,1562.0,5.0,18.0,1.0,0.0,0.232,0
999,300.05,25105.0,grocery,23.0,city_D,desktop,debit,offline,0.0,70.8,2469.0,3.0,13.0,0.0,0.0,0.343,0
1000,59.06,78484.0,travel,67.0,,tablet,debit,offline,0.0,146.06,2007.0,2.0,8.0,0.0,0.0,,0
1001,20.47,13026.0,,68.0,city_C,tablet,credit,offline,0.0,112.39,3220.0,4.0,26.0,0.0,0.0,0.099,0
1002,78.07,68309.0,electronics,28.0,city_B,mobile,debit,online,0.0,132.5,1828.0,1.0,15.0,0.0,1.0,0.575,0
1003,206.31,,food,29.0,city_C,tablet,credit,offline,0.0,155.56,1524.0,2.0,21.0,0.0,0.0,0.814,0
1004,131.76,75414.0,fashion,59.0,city_C,desktop,credit,offline,0.0,91.04,1381.0,3.0,12.0,0.0,0.0,,0
1005,164.28,57535.0,fashion,30.0,city_C,mobile,debit,online,0.0,109.05,2098.0,,15.0,0.0,0.0,0.335,0
1006,107.52,42946.0,electronics,29.0,city_D,mobile,debit,offline,0.0,104.48,1150.0,4.0,15.0,0.0,0.0,0.123,0
1007,117.86,56561.0,food,38.0,city_B,desktop,credit,online,1.0,184.34,1868.0,6.0,17.0,0.0,0.0,0.31,0
1008,189.18,10377.0,food,27.0,city_D,desktop,debit,offline,0.0,120.72,2590.0,3.0,19.0,0.0,1.0,0.83,0
1009,28.72,53592.0,grocery,37.0,city_B,desktop,credit,offline,0.0,,2985.0,2.0,17.0,0.0,0.0,0.035,0
1010,67.22,7347.0,fashion,67.0,city_A,tablet,credit,,0.0,62.18,2792.0,1.0,17.0,1.0,0.0,0.647,0
1011,25.0,33776.0,electronics,53.0,city_A,mobile,credit,online,0.0,156.54,3021.0,3.0,18.0,0.0,0.0,0.06,0
1012,439.56,3783.0,travel,45.0,city_B,desktop,credit,online,0.0,,1693.0,4.0,17.0,0.0,0.0,0.427,0
1013,288.35,55798.0,,41.0,city_B,mobile,debit,offline,0.0,78.24,2427.0,3.0,12.0,0.0,0.0,0.474,0
1014,4.02,4298.0,grocery,22.0,,mobile,credit,offline,1.0,216.15,3233.0,2.0,19.0,0.0,1.0,0.402,0
1015,122.27,70204.0,food,54.0,city_B,tablet,credit,online,0.0,136.86,575.0,6.0,6.0,0.0,0.0,0.637,0
1016,778.08,86207.0,electronics,29.0,city_C,mobile,credit,,0.0,88.82,628.0,0.0,12.0,1.0,0.0,0.974,1
1017,19.92,55161.0,fashion,52.0,city_D,desktop,debit,online,0.0,119.86,2109.0,7.0,20.0,0.0,0.0,0.267,0
1018,83.92,60652.0,travel,57.0,city_C,desktop,credit,offline,1.0,101.57,2074.0,4.0,13.0,1.0,1.0,0.61,0
1019,247.09,34484.0,grocery,19.0,city_D,mobile,credit,online,1.0,197.19,288.0,5.0,19.0,0.0,0.0,0.355,0
1020,3.45,20922.0,grocery,67.0,city_D,mobile,debit,,0.0,166.66,505.0,1.0,14.0,1.0,0.0,1.0,0
1021,119.54,34028.0,fashion,58.0,city_D,tablet,credit,online,,142.7,2902.0,1.0,24.0,0.0,0.0,0.951,0
1022,35.29,20316.0,travel,62.0,city_C,desktop,credit,online,0.0,205.84,1935.0,2.0,18.0,0.0,0.0,0.093,0
1023,258.22,76996.0,grocery,56.0,city_B,desktop,credit,online,0.0,68.09,,3.0,18.0,0.0,0.0,,0
1024,354.25,16968.0,electronics,59.0,city_C,mobile,credit,online,0.0,158.79,949.0,3.0,12.0,0.0,0.0,0.738,0
1025,288.72,30266.0,grocery,26.0,city_C,mobile,debit,online,0.0,147.36,2110.0,1.0,8.0,0.0,0.0,0.992,0
1026,64.29,24000.0,travel,39.0,city_D,mobile,debit,offline,0.0,108.48,2976.0,0.0,15.0,0.0,0.0,0.771,0
1027,198.08,14011.0,food,64.0,city_A,desktop,debit,online,0.0,108.7,417.0,3.0,11.0,1.0,,0.129,0
1028,186.14,2866.0,food,22.0,city_A,mobile,credit,offline,0.0,166.16,,3.0,21.0,0.0,1.0,0.75,0
1029,38.43,5898.0,fashion,29.0,city_C,tablet,debit,offline,0.0,162.49,827.0,3.0,14.0,0.0,1.0,0.727,0
1030,176.56,18395.0,travel,18.0,city_D,tablet,debit,online,0.0,48.89,2533.0,1.0,11.0,0.0,1.0,0.167,0
1031,,39019.0,grocery,61.0,city_C,mobile,credit,offline,0.0,210.82,1647.0,3.0,15.0,0.0,0.0,0.753,0
1032,90.7,4006.0,grocery,39.0,city_C,tablet,debit,offline,0.0,177.14,3245.0,3.0,15.0,0.0,1.0,0.675,0
1033,78.42,34393.0,food,,city_B,tablet,debit,online,1.0,,1955.0,,17.0,1.0,,0.762,1
1034,12.85,10956.0,food,68.0,city_D,tablet,debit,offline,0.0,80.44,1845.0,0.0,20.0,,0.0,0.619,0
1035,8.01,50042.0,electronics,36.0,city_A,tablet,credit,online,0.0,175.52,1657.0,3.0,14.0,0.0,0.0,0.415,0
1036,119.17,6078.0,food,33.0,city_A,tablet,credit,online,0.0,144.82,2301.0,3.0,16.0,0.0,0.0,0.954,0
1037,41.53,29631.0,electronics,48.0,city_A,desktop,debit,online,0.0,155.82,246.0,7.0,13.0,0.0,1.0,0.628,0
1038,129.01,62901.0,,68.0,city_C,mobile,debit,,0.0,148.54,2233.0,3.0,14.0,0.0,0.0,0.349,0
1039,6.76,69497.0,electronics,20.0,city_D,tablet,credit,,0.0,180.73,818.0,5.0,10.0,0.0,0.0,0.021,0
1040,37.88,41574.0,electronics,40.0,city_B,mobile,credit,online,0.0,162.8,1573.0,1.0,17.0,1.0,1.0,0.757,0
1041,,31417.0,fashion,59.0,city_A,tablet,credit,online,1.0,93.31,2113.0,5.0,22.0,0.0,0.0,0.12,0
1042,156.41,83639.0,food,35.0,city_D,desktop,,offline,0.0,90.38,2713.0,3.0,13.0,0.0,0.0,0.924,0
1043,38.38,65006.0,,43.0,city_A,desktop,,online,0.0,137.8,2086.0,1.0,16.0,0.0,0.0,0.961,0
1044,98.32,39454.0,grocery,30.0,city_B,tablet,credit,offline,0.0,234.49,1093.0,1.0,21.0,0.0,0.0,,0
1045,217.14,1587.0,travel,35.0,city_D,,debit,online,0.0,112.51,3570.0,3.0,15.0,1.0,1.0,0.113,0
1046,95.68,54710.0,electronics,20.0,city_C,tablet,credit,,0.0,138.16,2256.0,4.0,16.0,1.0,0.0,0.595,0
1047,26.52,75886.0,food,40.0,city_C,desktop,,online,0.0,,1694.0,2.0,18.0,0.0,0.0,0.214,0
1048,2.47,18816.0,fashion,20.0,city_A,desktop,,offline,0.0,99.04,3036.0,7.0,19.0,0.0,0.0,0.542,0
1049,204.1,85824.0,grocery,42.0,city_A,mobile,credit,,1.0,159.87,2578.0,,15.0,0.0,0.0,0.414,0
1050,2.15,29432.0,fashion,44.0,city_D,desktop,debit,offline,0.0,120.7,402.0,1.0,9.0,0.0,1.0,0.792,0
1051,207.71,48617.0,travel,61.0,city_B,tablet,debit,offline,0.0,182.49,3169.0,4.0,15.0,,0.0,1.0,0
1052,75.28,72373.0,electronics,44.0,city_A,mobile,debit,offline,0.0,72.77,999.0,4.0,18.0,,0.0,0.457,0
1053,279.8,34217.0,electronics,69.0,city_D,desktop,credit,offline,0.0,235.69,1719.0,4.0,21.0,0.0,0.0,0.685,0
1054,160.34,20884.0,food,56.0,city_B,desktop,debit,online,0.0,104.38,1477.0,4.0,11.0,0.0,0.0,0.342,0
1055,618.22,5454.0,electronics,42.0,city_A,tablet,credit,online,1.0,146.07,544.0,2.0,16.0,1.0,1.0,0.863,0
1056,43.19,74960.0,grocery,41.0,city_A,mobile,credit,offline,0.0,120.24,393.0,3.0,14.0,0.0,0.0,0.037,0
1057,145.75,43618.0,travel,25.0,city_D,desktop,debit,offline,,66.07,1943.0,2.0,20.0,0.0,0.0,0.494,0
1058,,83948.0,fashion,26.0,city_A,desktop,credit,offline,0.0,161.66,2854.0,3.0,10.0,0.0,1.0,0.177,0
1059,,62671.0,travel,63.0,city_C,tablet,credit,offline,0.0,106.78,1981.0,1.0,18.0,0.0,0.0,0.177,0
1060,98.75,47111.0,electronics,54.0,city_B,mobile,debit,offline,0.0,146.29,1504.0,3.0,14.0,0.0,0.0,0.533,0
1061,206.89,39613.0,fashion,47.0,city_B,,credit,online,1.0,79.74,1569.0,0.0,13.0,0.0,0.0,0.308,0
